SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/22/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/23/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/24/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/25/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/26/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/27/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/28/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/29/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/30/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/31/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.032256","2.597904"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/1/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.033336","2.684880"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/2/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.033336","2.684880"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/3/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.033336","2.684880"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/4/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.033336","2.684880"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/5/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.033336","2.684880"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/6/2023","56bef7bd-ecf5-4e06-9587-37d3fc7ab5f4","Storage","Premium SSD Managed Disks","EU West","P20 LRS Disk","0.016668","1.342440"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/4/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000251","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/5/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/6/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/7/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/8/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/9/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/10/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/11/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/12/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/13/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/14/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/15/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/16/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/17/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/18/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000812","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/19/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/20/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/21/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/22/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/23/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/24/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/25/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/26/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/27/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/28/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/29/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/30/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","7/31/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/1/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/2/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/3/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/4/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/5/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/6/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/7/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000792","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/8/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001072","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/9/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/10/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/11/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001578","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/12/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/13/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/14/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/15/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/16/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/17/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/18/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/19/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/20/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001616","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/21/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/22/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/23/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001578","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/24/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/25/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/26/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/27/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001578","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/28/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/29/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/30/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001578","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","8/31/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/1/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001584","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/2/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001616","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/3/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001968","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/4/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001968","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/5/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.001968","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","9/6/2023","796dcdc6-0e8b-485e-9c26-39fe59848b9d","Bandwidth","Inter-Region","Europe","Intra Continent Data Transfer In","0.000984","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/21/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","1.2E-05","0.000000"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/22/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.000276","0.000012"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/23/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.001176","0.000072"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/24/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.001341","0.000082"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/25/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.002009","0.000129"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/26/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.002536","0.000157"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/27/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.00375","0.000213"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/28/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.00504","0.000288"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/29/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.00504","0.000288"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","4/30/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.00504","0.000288"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/1/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.004872","0.000288"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/2/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.005587","0.000342"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/3/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/4/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/5/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/6/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/7/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/8/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/9/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/10/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/11/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006168","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/12/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006393","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/13/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006744","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/14/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006744","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/15/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006744","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/16/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.0045","0.000254"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/17/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.002367","0.000141"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/18/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.002568","0.000144"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/19/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.002048","0.000114"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/20/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.00132","0.000072"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/21/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.00132","0.000072"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/22/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.00206","0.000116"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/23/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.00592","0.000346"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/24/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.006642","0.000384"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/25/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.010403","0.000622"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/26/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.016603","0.000991"
"Microsoft Azure Sponsorship","46a57e0b-a067-4972-a19f-da4b2857afb2","5/27/2023","ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf","Storage","Files","All","LRS Data Stored","0.018794","0.001129"
